alohaeditor,Aloha-Editor,https://github.com/alohaeditor/Aloha-Editor
xetorthio,jedis,https://github.com/xetorthio/jedis
YahooArchive,oozie,https://github.com/YahooArchive/oozie
DigitalPebble,behemoth,https://github.com/DigitalPebble/behemoth
getrailo,railo,https://github.com/getrailo/railo
ruboto,ruboto,https://github.com/ruboto/ruboto
liebke,cljr,https://github.com/liebke/cljr
havlenapetr,FFMpeg,https://github.com/havlenapetr/FFMpeg
cloudera,hue,https://github.com/cloudera/hue
abarisain,dmix,https://github.com/abarisain/dmix
xapian,xapian,https://github.com/xapian/xapian
lintool,Cloud9,https://github.com/lintool/Cloud9
searls,jasmine-maven-plugin,https://github.com/searls/jasmine-maven-plugin
cbeust,testng,https://github.com/cbeust/testng
clojure,clojure,https://github.com/clojure/clojure
Atmosphere,atmosphere,https://github.com/Atmosphere/atmosphere
playframework,play-1.0-scala-module,https://github.com/playframework/play-1.0-scala-module
matadon,mizuno,https://github.com/matadon/mizuno
CyanogenMod,android_system_core,https://github.com/CyanogenMod/android_system_core
CyanogenMod,android_packages_apps_Camera,https://github.com/CyanogenMod/android_packages_apps_Camera
wildfly,wildfly,https://github.com/wildfly/wildfly
tbertinmahieux,MSongsDB,https://github.com/tbertinmahieux/MSongsDB
cbeust,jcommander,https://github.com/cbeust/jcommander
vrapper,vrapper,https://github.com/vrapper/vrapper
imageworks,OpenColorIO,https://github.com/imageworks/OpenColorIO
libtom,libtomcrypt,https://github.com/libtom/libtomcrypt
rhuss,jolokia,https://github.com/rhuss/jolokia
jawi,ols,https://github.com/jawi/ols
erlware,Erlang-and-OTP-in-Action-Source,https://github.com/erlware/Erlang-and-OTP-in-Action-Source
FellowTraveler,Open-Transactions-old,https://github.com/FellowTraveler/Open-Transactions-old
mono,mono,https://github.com/mono/mono
FlowingMedia,TimeFlow,https://github.com/FlowingMedia/TimeFlow
wesabe,ssu,https://github.com/wesabe/ssu
InsightSoftwareConsortium,ITK,https://github.com/InsightSoftwareConsortium/ITK
Olga-Yakovleva,RHVoice,https://github.com/Olga-Yakovleva/RHVoice
modxcms,revolution,https://github.com/modxcms/revolution
rabbitmq,rmq-0mq,https://github.com/rabbitmq/rmq-0mq
cruppstahl,upscaledb,https://github.com/cruppstahl/upscaledb
geb,geb,https://github.com/geb/geb
mixare,mixare,https://github.com/mixare/mixare
mixpanel,mixpanel-android,https://github.com/mixpanel/mixpanel-android
weld,core,https://github.com/weld/core
petar,GoLLRB,https://github.com/petar/GoLLRB
pongasoft,glu,https://github.com/pongasoft/glu
mirah,mirah,https://github.com/mirah/mirah
nolanlawson,Catlog,https://github.com/nolanlawson/Catlog
apache,karaf,https://github.com/apache/karaf
apache,tomcat70,https://github.com/apache/tomcat70
jdf,processing.py,https://github.com/jdf/processing.py
larsgeorge,hbase-book,https://github.com/larsgeorge/hbase-book
playframework,play1,https://github.com/playframework/play1
clojure-expectations,expectations,https://github.com/clojure-expectations/expectations
booksbyus,zguide,https://github.com/booksbyus/zguide
xamarin,monodroid-samples,https://github.com/xamarin/monodroid-samples
scala,legacy-svn-scala,https://github.com/scala/legacy-svn-scala
bitstadium,HockeyKit,https://github.com/bitstadium/HockeyKit
danlucraft,redcar,https://github.com/danlucraft/redcar
mongodb,mongo-hadoop,https://github.com/mongodb/mongo-hadoop
scalaj,scalaj-http,https://github.com/scalaj/scalaj-http
oNaiPs,droidVncServer,https://github.com/oNaiPs/droidVncServer
OpenTSDB,asynchbase,https://github.com/OpenTSDB/asynchbase
OpenTSDB,opentsdb,https://github.com/OpenTSDB/opentsdb
robolectric,robolectric,https://github.com/robolectric/robolectric
mariusae,heapster,https://github.com/mariusae/heapster
go-lang-plugin-org,go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin
horde,horde,https://github.com/horde/horde
rtyley,agit,https://github.com/rtyley/agit
mozilla,openwebapps,https://github.com/mozilla/openwebapps
jeremyh,jBCrypt,https://github.com/jeremyh/jBCrypt
rundeck,rundeck,https://github.com/rundeck/rundeck
ztellman,potemkin,https://github.com/ztellman/potemkin
jackpal,Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator
scribejava,scribejava,https://github.com/scribejava/scribejava
square,retrofit,https://github.com/square/retrofit
alexruiz,fest-assert-2.x,https://github.com/alexruiz/fest-assert-2.x
illumos,illumos-gate,https://github.com/illumos/illumos-gate
twitter,scala_school,https://github.com/twitter/scala_school
errai,errai,https://github.com/errai/errai
xetorthio,johm,https://github.com/xetorthio/johm
dcm4che,dcm4che,https://github.com/dcm4che/dcm4che
tobie,ua-parser,https://github.com/tobie/ua-parser
rschildmeijer,deft,https://github.com/rschildmeijer/deft
arduino,Arduino,https://github.com/arduino/Arduino
cscotta,Octobot,https://github.com/cscotta/Octobot
rabbitmq,rabbitmq-java-client,https://github.com/rabbitmq/rabbitmq-java-client
rabbitmq,rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials
kohler,click,https://github.com/kohler/click
kiegroup,jbpm,https://github.com/kiegroup/jbpm
samyk,evercookie,https://github.com/samyk/evercookie
facebook,pfff,https://github.com/facebook/pfff
OpenGamma,OG-Platform,https://github.com/OpenGamma/OG-Platform
blackberry,WebWorks,https://github.com/blackberry/WebWorks
marioyc,Online-Judge-Solutions,https://github.com/marioyc/Online-Judge-Solutions
subgraph,Vega,https://github.com/subgraph/Vega
sk89q,WorldEdit,https://github.com/sk89q/WorldEdit
geometer,FBReaderJ,https://github.com/geometer/FBReaderJ
fpillet,NSLogger,https://github.com/fpillet/NSLogger
samsonw,OpenExplorer,https://github.com/samsonw/OpenExplorer
hibernate,hibernate-orm,https://github.com/hibernate/hibernate-orm
lemire,javaewah,https://github.com/lemire/javaewah
mpatric,mp3agic,https://github.com/mpatric/mp3agic
phonegap,phonegap-plugins,https://github.com/phonegap/phonegap-plugins
microweber,microweber,https://github.com/microweber/microweber
jmeter-maven-plugin,jmeter-maven-plugin,https://github.com/jmeter-maven-plugin/jmeter-maven-plugin
hibernate,hibernate-validator,https://github.com/hibernate/hibernate-validator
clojure,tools.nrepl,https://github.com/clojure/tools.nrepl
kiyoka,fuzzy-string-match,https://github.com/kiyoka/fuzzy-string-match
pgbovine,CDE,https://github.com/pgbovine/CDE
Unity-Technologies,mono,https://github.com/Unity-Technologies/mono
hibernate,hibernate-search,https://github.com/hibernate/hibernate-search
pholser,junit-quickcheck,https://github.com/pholser/junit-quickcheck
liballeg,allegro5,https://github.com/liballeg/allegro5
twitter,finagle,https://github.com/twitter/finagle
rest-assured,rest-assured,https://github.com/rest-assured/rest-assured
lorenzos,ZenCodingNetBeansPlugin,https://github.com/lorenzos/ZenCodingNetBeansPlugin
jhalterman,concurrentunit,https://github.com/jhalterman/concurrentunit
jhalterman,expiringmap,https://github.com/jhalterman/expiringmap
0ad,0ad,https://github.com/0ad/0ad
samskivert,jmustache,https://github.com/samskivert/jmustache
jhalterman,typetools,https://github.com/jhalterman/typetools
modelmapper,modelmapper,https://github.com/modelmapper/modelmapper
CloudStack-extras,CloudStack-archive,https://github.com/CloudStack-extras/CloudStack-archive
s4,core,https://github.com/s4/core
sergeche,eclipse-zencoding,https://github.com/sergeche/eclipse-zencoding
strongswan,strongswan,https://github.com/strongswan/strongswan
functionaljava,functionaljava,https://github.com/functionaljava/functionaljava
savetheinternet,Tinyboard,https://github.com/savetheinternet/Tinyboard
bartdag,py4j,https://github.com/bartdag/py4j
infinispan,infinispan,https://github.com/infinispan/infinispan
plantuml,plantuml,https://github.com/plantuml/plantuml
Diablo-D3,DiabloMiner,https://github.com/Diablo-D3/DiabloMiner
ahorn,android-rss,https://github.com/ahorn/android-rss
jpos,jPOS,https://github.com/jpos/jPOS
belaban,JGroups,https://github.com/belaban/JGroups
infinitest,infinitest,https://github.com/infinitest/infinitest
slagyr,speclj,https://github.com/slagyr/speclj
netty,netty,https://github.com/netty/netty
jedi4ever,veewee,https://github.com/jedi4ever/veewee
blueriver,MuraCMS,https://github.com/blueriver/MuraCMS
OpenKinect,libfreenect,https://github.com/OpenKinect/libfreenect
spring-projects,spring-data-jpa,https://github.com/spring-projects/spring-data-jpa
spring-projects,spring-data-commons,https://github.com/spring-projects/spring-data-commons
jckarter,clay,https://github.com/jckarter/clay
novoda,sqlite-provider,https://github.com/novoda/sqlite-provider
spring-projects,spring-batch-admin,https://github.com/spring-projects/spring-batch-admin
spring-projects,spring-batch,https://github.com/spring-projects/spring-batch
spring-projects,spring-amqp,https://github.com/spring-projects/spring-amqp
sk89q,WorldGuard,https://github.com/sk89q/WorldGuard
elastic,logstash,https://github.com/elastic/logstash
